Away,AwayProjectedTotal,AwayScore,Home,HomeProjectedTotal,HomeScore,OU,Line,Favorite,Date,Season,Winner,LineWinner,OverUnder,WinnerFavorite,LineWinnerFavorite,AwayBack2Back,HomeBack2Back,,,
IND,71,66,NEW,75,51,146,-4,Home,9/29/2015,2015,Away,Away,Under,Underdog,Underdog,,,,,
IND,70.25,75,MIN,76.75,69,147,-6.5,Home,10/4/2015,2015,Away,Away,Under,Underdog,Underdog,,,,,
IND,70.25,71,MIN,76.25,77,146.5,-6,Home,10/6/2015,2015,Home,Push,Over,Favorite,Underdog,,,,,
MIN,71.5,80,IND,74.5,77,146,-3,Home,10/9/2015,2015,Away,Away,Over,Underdog,Underdog,,,,,
MIN,72,69,IND,74.5,75,146.5,-2.5,Home,10/11/2015,2015,Home,Home,Under,Favorite,Favorite,,,,,
IND,70.75,52,MIN,75.75,69,146.5,-5,Home,10/14/2015,2015,Home,Home,Under,Favorite,Favorite,,,,,
SEA,78.25,75,IND,84.75,85,163,-6.5,Home,6/1/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CHI,83.5,86,WAS,79.5,78,163,-4,Away,6/1/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SA,66.75,61,LOS,84.25,68,151,-17.5,Home,6/2/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
ATL,87,83,CONN,80,77,167,-7,Away,6/3/2016,2016,Away,Home,Under,Favorite,Underdog,,,,,
WAS,75.75,72,CHI,86.25,98,162,-10.5,Home,6/3/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
ATL,87,83,CONN,80,77,167,-7,Away,6/3/2016,2016,Away,Home,Under,Favorite,Underdog,,,,,
IND,75.75,59,NEW,80.75,91,156.5,-5,Home,6/3/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,87.25,81,SEA,81.25,95,168.5,-6,Away,6/3/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
IND,75.75,59,NEW,80.75,91,156.5,-5,Home,6/3/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
DAL,75.5,63,MIN,88,80,163.5,-12.5,Home,6/4/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
LOS,78.75,74,SA,68.75,61,147.5,-10,Away,6/4/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
IND,85.25,88,CONN,79.25,77,164.5,-6,Away,6/5/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
NEW,77.5,86,SEA,75.5,78,153,-2,Away,6/5/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
IND,85.25,88,CONN,79.25,77,164.5,-6,Away,6/5/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
WAS,76.5,86,ATL,86,79,162.5,-9.5,Home,6/5/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
PHO,78.25,81,MIN,88.75,89,167,-10.5,Home,6/7/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
NEW,72,77,LOS,79.5,100,151.5,-7.5,Home,6/7/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
WAS,78.75,87,DAL,83.25,79,162,-4.5,Home,6/8/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SA,71.25,75,PHO,83.25,90,154.5,-12,Home,6/9/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
SEA,82.5,76,CONN,79.5,77,162,-3,Away,6/10/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
MIN,86.25,110,ATL,78.75,78,165,-7.5,Away,6/10/2016,2016,Away,Away,Over,Favorite,Favorite,Front,,,,
SEA,82.5,76,CONN,79.5,77,162,-3,Away,6/10/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
CHI,86.75,73,IND,85.25,64,172,-1.5,Away,6/10/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
MIN,83,83,WAS,75.5,76,158.5,-7.5,Away,6/11/2016,2016,Away,Home,Over,Favorite,Underdog,Back,,,,
LOS,86.5,97,DAL,77.5,73,164,-9,Away,6/11/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
MIN,83,83,WAS,75.5,76,158.5,-7.5,Away,6/11/2016,2016,Away,Home,Over,Favorite,Underdog,Back,,,,
NEW,75.25,90,SA,67.75,75,143,-7.5,Away,6/11/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
CONN,79.75,87,ATL,88.25,93,168,-8.5,Home,6/12/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
CHI,85.5,80,PHO,88.5,86,174,-3,Home,6/12/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CONN,79.75,87,ATL,88.25,93,168,-8.5,Home,6/12/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
SEA,78,90,IND,84,88,162,-6,Home,6/12/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
DAL,76.75,88,NEW,84.75,91,161.5,-8,Home,6/14/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
IND,75.25,63,MIN,88.75,87,164,-13.5,Home,6/14/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CHI,80,85,LOS,88,98,168,-8,Home,6/14/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
WAS,82,70,CONN,79.5,77,161.5,-2.5,Away,6/14/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
SEA,76,70,SA,72,77,148,-4,Away,6/14/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
WAS,82,70,CONN,79.5,77,161.5,-2.5,Away,6/14/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
NEW,84.75,80,CONN,77.25,72,162,-7.5,Away,6/16/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
SEA,80.5,79,DAL,86,88,166.5,-5.5,Home,6/16/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,90.25,71,ATL,85.75,77,176,-4.5,Away,6/17/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
PHO,80,71,LOS,90,77,170,-10,Home,6/17/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
CHI,90.25,71,ATL,85.75,77,176,-4.5,Away,6/17/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
IND,78.25,84,SA,73.25,75,151.5,-5,Away,6/17/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
ATL,80.25,65,WAS,84.75,95,165,-4.5,Home,6/18/2016,2016,Home,Home,Under,Favorite,Favorite,Back,,,,
SA,73.5,90,CONN,79,93,152.5,-5.5,Home,6/19/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
MIN,85.5,96,SEA,74.5,84,160,-11,Away,6/19/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SA,73.5,90,CONN,79,93,152.5,-5.5,Home,6/19/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
MIN,80,72,LOS,83,69,163,-3,Home,6/21/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
SA,73.75,75,CHI,87.25,81,161,-13.5,Home,6/21/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
MIN,80,72,LOS,83,69,163,-3,Home,6/21/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
PHO,88.75,90,DAL,85.75,100,174.5,-3,Away,6/21/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
IND,77,62,WAS,81.5,76,158.5,-4.5,Home,6/22/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,82,91,WAS,84.5,79,166.5,-2.5,Home,6/24/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
LOS,75.75,94,MIN,81.25,76,157,-5.5,Home,6/24/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
PHO,82,91,WAS,84.5,79,166.5,-2.5,Home,6/24/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
CHI,78.5,79,NEW,83.5,80,162,-5,Home,6/24/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
CONN,78.75,81,SEA,86.25,98,165,-7.5,Home,6/24/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,78.5,79,NEW,83.5,80,162,-5,Home,6/24/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
ATL,81.75,69,SA,76.75,73,158.5,-5,Away,6/25/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
IND,82,92,DAL,88,87,170,-6,Home,6/25/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
PHO,81.75,73,NEW,84.25,80,166,-2.5,Home,6/26/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CONN,74,73,LOS,90,80,164,-16,Home,6/26/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
PHO,81.75,73,NEW,84.25,80,166,-2.5,Home,6/26/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
MIN,84.25,63,WAS,76.25,87,160.5,-8,Away,6/26/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
ATL,79.75,81,SEA,85.25,84,165,-5.5,Home,6/28/2016,2016,Home,Away,Push,Favorite,Underdog,,,,,
DAL,79.75,84,LOS,90.25,89,170,-10.5,Home,6/28/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
SA,72,67,WAS,81.5,84,153.5,-9.5,Home,6/29/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
IND,80.25,95,CHI,86.25,83,166.5,-6,Home,6/29/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
CONN,81.25,75,PHO,94.25,86,175.5,-13,Home,6/29/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
IND,80.25,95,CHI,86.25,83,166.5,-6,Home,6/29/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
ATL,75.75,75,LOS,86.75,84,162.5,-11,Home,6/30/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
DAL,86.25,83,SEA,86.25,78,172.5,PK,Pick,6/30/2016,2016,Away,,Under,,,,,,,
SA,72.75,99,IND,81.75,88,154.5,-9,Home,7/1/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
NEW,81,99,PHO,84.5,88,165.5,-3.5,Home,7/1/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SA,72.75,99,IND,81.75,88,154.5,-9,Home,7/1/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SA,68.75,68,MIN,86.25,91,155,-17.5,Home,7/2/2016,2016,Home,Home,Over,Favorite,Favorite,Back,,,,
CONN,82.25,86,DAL,91.25,83,173.5,-9,Home,7/2/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
NEW,76.5,67,LOS,83.5,77,160,-7,Home,7/3/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,88.5,95,ATL,86.5,87,175,-2,Away,7/3/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SEA,81.25,64,ATL,87.25,77,168.5,-6,Home,7/5/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,89,74,DAL,90.5,77,179.5,-1.5,Home,7/5/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
SEA,81.25,64,ATL,87.25,77,168.5,-6,Home,7/5/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CHI,78,82,MIN,88.5,87,166.5,-10.5,Home,7/5/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
SEA,74,74,NEW,83.5,78,157.5,-9.5,Home,7/6/2016,2016,Home,Away,Under,Favorite,Underdog,Back,,,,
IND,74,88,LOS,85.5,94,159.5,-11.5,Home,7/6/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
SEA,74,74,NEW,83.5,78,157.5,-9.5,Home,7/6/2016,2016,Home,Away,Under,Favorite,Underdog,Back,,,,
WAS,78.75,70,SA,71.75,77,150.5,-7,Away,7/6/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
DAL,84.75,78,ATL,87.25,68,172,-2.5,Home,7/8/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
SEA,77.75,78,SA,73.75,68,151.5,-4,Away,7/8/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
DAL,84.75,78,ATL,87.25,68,172,-2.5,Home,7/8/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
NEW,81.75,88,CHI,83.25,85,165,-1.5,Home,7/8/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
IND,83.25,78,PHO,89.25,60,172.5,-6,Home,7/8/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
NEW,81.75,88,CHI,83.25,85,165,-1.5,Home,7/8/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
DAL,78,56,MIN,89.5,93,167.5,-11.5,Home,7/9/2016,2016,Home,Home,Under,Favorite,Favorite,Back,,,,
ATL,85,67,CONN,81.5,63,166.5,-3.5,Away,7/10/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
PHO,83,95,CHI,89.5,100,172.5,-6.5,Home,7/10/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
WAS,73.5,82,LOS,83,93,156.5,-9.5,Home,7/10/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
SA,69.5,65,NEW,82,75,151.5,-12.5,Home,7/10/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
IND,81.25,93,SEA,78.25,82,159.5,-3,Away,7/10/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SA,69.5,65,NEW,82,75,151.5,-12.5,Home,7/10/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
MIN,84.5,81,SA,70.5,57,155,-14,Away,7/12/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
ATL,76,62,NEW,81.5,86,157.5,-5.5,Home,7/13/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
LOS,87.25,77,CHI,81.25,67,168.5,-6,Away,7/13/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
ATL,76,62,NEW,81.5,86,157.5,-5.5,Home,7/13/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CONN,77.75,86,IND,85.75,64,163.5,-8,Home,7/13/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
WAS,82.5,74,PHO,87.5,78,170,-5,Home,7/13/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
CONN,77.75,86,IND,85.75,64,163.5,-8,Home,7/13/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
SA,71.5,64,PHO,79.5,83,151,-8,Home,7/16/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
LOS,84.75,74,ATL,76.25,91,161,-8.5,Away,7/17/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
CONN,74.25,76,NEW,82.25,83,156.5,-8,Home,7/17/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
CHI,83,91,SEA,81,88,164,-2,Away,7/17/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
CONN,74.25,76,NEW,82.25,83,156.5,-8,Home,7/17/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
LOS,81.25,82,IND,76.25,92,157.5,-5,Away,7/19/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
CHI,84.75,79,PHO,89.25,77,174,-4.5,Home,7/19/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
NEW,78.75,88,WAS,75.25,81,154,-3.5,Away,7/20/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
ATL,75.25,65,MIN,88.25,83,163.5,-13,Home,7/20/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
NEW,78.75,88,WAS,75.25,81,154,-3.5,Away,7/20/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
CONN,81.75,89,DAL,87.25,78,169,-5.5,Home,7/20/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
SA,70.75,69,SEA,79.25,83,150,-8.5,Home,7/20/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CONN,81.75,89,DAL,87.25,78,169,-5.5,Home,7/20/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
IND,77.5,82,NEW,80.5,70,158,-3,Home,7/21/2016,2016,Away,Away,Under,Underdog,Underdog,,Back,,,
LOS,83,95,WAS,74,75,157,-9,Away,7/22/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SEA,73.25,72,MIN,86.25,79,159.5,-13,Home,7/22/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
LOS,83,95,WAS,74,75,157,-9,Away,7/22/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
DAL,81,88,ATL,83,93,164,-2,Home,7/22/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CONN,80.25,94,CHI,86.75,89,167,-6.5,Home,7/22/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
DAL,81,88,ATL,83,93,164,-2,Home,7/22/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
MIN,84,80,CONN,76,84,160,-8,Away,8/26/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
ATL,81,82,CHI,86,90,167,-5,Home,8/26/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
DAL,83,72,PHO,89,98,172,-6,Home,8/26/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
NEW,79.5,84,SA,70,77,149.5,-9.5,Away,8/26/2016,2016,Away,Home,Over,Favorite,Underdog,,,,,
LOS,84.75,72,SEA,75.75,79,160.5,-9,Away,8/26/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
NEW,79.5,84,SA,70,77,149.5,-9.5,Away,8/26/2016,2016,Away,Home,Over,Favorite,Underdog,,,,,
WAS,75,92,IND,81,69,156,-6,Home,8/27/2016,2016,Away,Away,Over,Underdog,Underdog,Front,,,,
CONN,80.25,73,ATL,84.25,87,164.5,-4,Home,8/28/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
SA,71.75,85,WAS,80.75,74,152.5,-9,Home,8/28/2016,2016,Away,Away,Over,Underdog,Underdog,,Back,,,
LOS,85,66,PHO,80.5,70,165.5,-4.5,Away,8/28/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
CHI,85,92,DAL,86.5,85,171.5,-1.5,Home,8/28/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SEA,72.5,80,MIN,83.5,92,156,-11,Home,8/28/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,85,92,DAL,86.5,85,171.5,-1.5,Home,8/28/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SA,75.5,62,CONN,82.5,89,158,-7,Home,8/30/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,84.5,79,IND,82,65,166.5,-2.5,Away,8/30/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
DAL,80.25,66,SEA,85.25,78,165.5,-5,Home,8/31/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
NEW,79.75,77,IND,76.75,98,156.5,-3,Away,9/1/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
LOS,83.5,70,SA,69,61,152.5,-14.5,Away,9/1/2016,2016,Away,Home,Under,Favorite,Underdog,Front,,,,
PHO,84.25,74,CONN,79.25,87,163.5,-5,Away,9/2/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
SEA,79.25,88,CHI,86.25,92,165.5,-7,Home,9/2/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
PHO,84.25,74,CONN,79.25,87,163.5,-5,Away,9/2/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
WAS,74,69,MIN,85.5,75,159.5,-11.5,Home,9/2/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
LOS,85.5,87,DAL,79,79,164.5,-6.5,Away,9/2/2016,2016,Away,Away,Over,Favorite,Favorite,Back,,,,
WAS,74,69,MIN,85.5,75,159.5,-11.5,Home,9/2/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
PHO,78.75,70,NEW,81.75,92,160.5,-3,Home,9/3/2016,2016,Home,Home,Over,Favorite,Favorite,Back,,,,
WAS,80,88,DAL,83.5,83,163.5,-3.5,Home,9/4/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
SEA,79.25,91,ATL,83.25,82,162.5,-4,Home,9/4/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
IND,76,81,LOS,84.5,88,160.5,-8.5,Home,9/4/2016,2016,Home,Away,Over,Favorite,Underdog,,,,,
SA,74,73,CHI,86,97,160,-12,Home,9/4/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CONN,76,79,MIN,86,93,162,-10,Home,9/4/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
SA,74,73,CHI,86,97,160,-12,Home,9/4/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
PHO,86.5,87,ATL,82.5,91,169,-4,Away,9/6/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
MIN,79,77,LOS,80,74,159,-1,Home,9/6/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
PHO,86.5,87,ATL,82.5,91,169,-4,Away,9/6/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
IND,81,71,SA,73,69,154,-8,Away,9/6/2016,2016,Away,Home,Under,Favorite,Underdog,,,,,
SEA,77.5,102,NEW,83.5,78,161,-6,Home,9/7/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
CHI,86.5,81,WAS,82.5,118,169,-4,Away,9/7/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
ATL,77,86,LOS,86,81,163,-9,Home,9/8/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
CHI,79.5,88,IND,86.5,95,166,-7,Home,9/9/2016,2016,Home,Push,Over,Favorite,Underdog,,,,,
CONN,79.25,82,NEW,84.75,89,164,-5.5,Home,9/9/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,79.5,88,IND,86.5,95,166,-7,Home,9/9/2016,2016,Home,Push,Over,Favorite,Underdog,,,,,
SEA,80.25,81,WAS,83.25,76,163.5,-3,Home,9/9/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
DAL,80.5,92,SA,76.5,84,157,-4,Away,9/9/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SEA,80.25,81,WAS,83.25,76,163.5,-3,Home,9/9/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
CHI,84.5,96,CONN,87.5,86,172,-3,Home,9/11/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
MIN,83.75,81,SA,70.75,76,154.5,-13,Away,9/11/2016,2016,Away,Home,Over,Favorite,Underdog,,,,,
ATL,80.75,75,PHO,87.25,86,168,-6.5,Home,9/11/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
IND,81,80,WAS,81,73,162,PK,Pick,9/11/2016,2016,Away,,Under,,,,,,,
NEW,86.75,81,DAL,84.25,84,171,-2.5,Away,9/11/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
LOS,81,60,SEA,79,78,160,-2,Away,9/11/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
WAS,80.25,75,NEW,84.75,62,165,-4.5,Home,9/13/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
SA,75.5,71,ATL,84,67,159.5,-8.5,Home,9/13/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
PHO,79.5,85,LOS,82.5,90,162,-3,Home,9/13/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
IND,81.75,87,CONN,82.75,89,164.5,-1,Home,9/13/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
WAS,80.25,91,ATL,83.25,94,163.5,-3,Home,9/15/2016,2016,Home,Push,Over,Favorite,Underdog,,,,,
SEA,78,62,PHO,84.5,86,162.5,-6.5,Home,9/15/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
DAL,84,74,CONN,88.5,107,172.5,-4.5,Home,9/16/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
NEW,83.5,68,CHI,88,92,171.5,-4.5,Home,9/16/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
DAL,84,74,CONN,88.5,107,172.5,-4.5,Home,9/16/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
MIN,82.25,82,IND,80.75,75,163,-1.5,Away,9/16/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
SA,70.5,65,LOS,82,71,152.5,-11.5,Home,9/16/2016,2016,Home,Away,Under,Favorite,Underdog,,,,,
MIN,82.25,82,IND,80.75,75,163,-1.5,Away,9/16/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
ATL,78.75,87,MIN,85.75,95,164.5,-7,Home,9/17/2016,2016,Home,Home,Over,Favorite,Favorite,,Back,,,
DAL,80.75,60,IND,88.75,83,169.5,-8,Home,9/18/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
PHO,83,81,SA,76,65,159,-7,Away,9/18/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
DAL,80.75,60,IND,88.75,83,169.5,-8,Home,9/18/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CONN,82.5,87,WAS,84.5,78,167,-2,Home,9/18/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
CHI,81.5,75,SEA,87.5,88,169,-6,Home,9/18/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
CONN,82.5,87,WAS,84.5,78,167,-2,Home,9/18/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
PHO,82.25,89,IND,77.75,78,160,-4.5,Away,9/21/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
SEA,82.75,85,ATL,78.25,94,161,-4.5,Away,9/21/2016,2016,Home,Home,Over,Underdog,Underdog,,,,,
PHO,82.25,101,NEW,79.75,94,162,-2.5,Away,9/24/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
ATL,85.25,98,CHI,86.75,108,172,-1.5,Home,9/25/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
PHO,79.5,95,MIN,85.5,113,165,-6,Home,9/28/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,78.5,75,LOS,89,95,167.5,-10.5,Home,9/28/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
PHO,81.5,86,MIN,88.5,96,170,-7,Home,9/30/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
CHI,78.5,84,LOS,90.5,99,169,-12,Home,9/30/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
MIN,87.5,82,PHO,85.5,67,173,-2,Away,10/2/2016,2016,Away,Away,Under,Favorite,Favorite,,,,,
LOS,90.75,66,CHI,82.75,70,173.5,-8,Away,10/2/2016,2016,Home,Home,Under,Underdog,Underdog,,,,,
LOS,86.5,95,CHI,79,75,165.5,-7.5,Away,10/4/2016,2016,Away,Away,Over,Favorite,Favorite,,,,,
LOS,77.25,78,MIN,83.75,76,161,-6.5,Home,10/9/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
LOS,76.25,60,MIN,83.25,79,159.5,-7,Home,10/11/2016,2016,Home,Home,Under,Favorite,Favorite,,,,,
MIN,79.25,75,LOS,80.25,92,159.5,-1,Home,10/14/2016,2016,Home,Home,Over,Favorite,Favorite,,,,,
MIN,79.5,85,LOS,80.5,79,160,-1,Home,10/16/2016,2016,Away,Away,Over,Underdog,Underdog,,,,,
LOS,75.5,77,MIN,81,76,156.5,-5.5,Home,10/20/2016,2016,Away,Away,Under,Underdog,Underdog,,,,,
PHO,82.75,99,CHI,77.75,91,160.5,-5,Away,6/1/2017,2017,Away,Away,Over,Favorite,Favorite,,,,,
DAL,76.75,89,NEW,80.25,93,157,-3.5,Home,6/2/2017,2017,Home,Home,Over,Favorite,Favorite,Front,,,,
DAL,80,85,IND,84,91,164,-4,Home,6/3/2017,2017,Home,Home,Over,Favorite,Favorite,Back,,,,
